current_path,proposed_path,problem_id,language,current_version,proposed_version,target_exists,conflict_type,safe_to_rename,note
P6743(2).cpp,P6743_v2.cpp,P6743,cpp,2,v2,no,special_chars_in_name,yes,
P6786(2).c,P6786_v2.c,P6786,c,2,v2,no,special_chars_in_name,yes,
P6786(2).cpp,P6786_v2.cpp,P6786,cpp,2,v2,no,special_chars_in_name,yes,
P6793(2).cpp,P6793_v2.cpp,P6793,cpp,2,v2,no,special_chars_in_name,yes,
P6812(2).cpp,P6812_v2.cpp,P6812,cpp,2,v2,no,special_chars_in_name,yes,
P6824(2).cpp,P6824_v2.cpp,P6824,cpp,2,v2,no,special_chars_in_name,yes,
P6824(3).cpp,P6824_v3.cpp,P6824,cpp,3,v3,no,special_chars_in_name,yes,
P6824(4).cpp,P6824_v4.cpp,P6824,cpp,4,v4,no,special_chars_in_name,yes,
P7095(2).cpp,P7095_v2.cpp,P7095,cpp,2,v2,no,main_version_missing,yes,主版本 P7095.cpp 不存在
P7103(2).cpp,P7103_v2.cpp,P7103,cpp,2,v2,no,special_chars_in_name,yes,
P7215_2.cpp,P7215_v2.cpp,P7215,cpp,2,v2,no,,yes,
P7228(2).cpp,P7228_v2.cpp,P7228,cpp,2,v2,no,special_chars_in_name,yes,
P7228(3).cpp,P7228_v3.cpp,P7228,cpp,3,v3,no,special_chars_in_name,yes,
P7305(2).c,P7305_v2.c,P7305,c,2,v2,no,special_chars_in_name,yes,
P7381(2).c,P7381_v2.c,P7381,c,2,v2,no,special_chars_in_name,yes,
P7399(2).cpp,P7399_v2.cpp,P7399,cpp,2,v2,no,main_version_missing,yes,主版本 P7399.cpp 不存在
P7404(2).cpp,P7404_v2.cpp,P7404,cpp,2,v2,no,special_chars_in_name,yes,
P7409(2).cpp,P7409_v2.cpp,P7409,cpp,2,v2,no,special_chars_in_name,yes,
P7588(2).c,P7588_v2.c,P7588,c,2,v2,no,special_chars_in_name,yes,
P7774(2).c,P7774_v2.c,P7774,c,2,v2,no,special_chars_in_name,yes,
P7793(2).c,P7793_v2.c,P7793,c,2,v2,no,special_chars_in_name,yes,
P7821(2).c,P7821_v2.c,P7821,c,2,v2,no,special_chars_in_name,yes,
P7859(2).c,P7859_v2.c,P7859,c,2,v2,no,special_chars_in_name,yes,
P7865(2).cpp,P7865_v2.cpp,P7865,cpp,2,v2,no,special_chars_in_name,yes,
P7866(2).c,P7866_v2.c,P7866,c,2,v2,no,special_chars_in_name,yes,
P8048(2).cpp,P8048_v2.cpp,P8048,cpp,2,v2,no,special_chars_in_name,yes,
P8078_2.cpp,P8078_v2.cpp,P8078,cpp,2,v2,no,main_version_missing,yes,主版本 P8078.cpp 不存在
P8161(2).c,P8161_v2.c,P8161,c,2,v2,no,special_chars_in_name,yes,
P8306(2).cpp,P8306_v2.cpp,P8306,cpp,2,v2,no,special_chars_in_name,yes,
P8311(2).c,P8311_v2.c,P8311,c,2,v2,no,special_chars_in_name,yes,
P8312(2).cpp,P8312_v2.cpp,P8312,cpp,2,v2,no,special_chars_in_name,yes,
P8360_2.cpp,P8360_v2.cpp,P8360,cpp,2,v2,no,,yes,
P8360_3.cpp,P8360_v3.cpp,P8360,cpp,3,v3,no,,yes,
P8435_3.cpp,P8435_v3.cpp,P8435,cpp,3,v3,no,main_version_missing,yes,主版本 P8435.cpp 不存在
P8488(2).cpp,P8488_v2.cpp,P8488,cpp,2,v2,no,special_chars_in_name,yes,
P8646(2).c,P8646_v2.c,P8646,c,2,v2,no,special_chars_in_name,yes,
P8677(2).cpp,P8677_v2.cpp,P8677,cpp,2,v2,no,special_chars_in_name,yes,
P8687(2).c,P8687_v2.c,P8687,c,2,v2,no,special_chars_in_name,yes,
P8688(2).cpp,P8688_v2.cpp,P8688,cpp,2,v2,no,special_chars_in_name,yes,
P8693(2).cpp,P8693_v2.cpp,P8693,cpp,2,v2,no,special_chars_in_name,yes,
P8699(2).c,P8699_v2.c,P8699,c,2,v2,no,special_chars_in_name,yes,
P8733(2).cpp,P8733_v2.cpp,P8733,cpp,2,v2,no,special_chars_in_name,yes,
P8764(2).c,P8764_v2.c,P8764,c,2,v2,no,special_chars_in_name,yes,
P8779(2).cpp,P8779_v2.cpp,P8779,cpp,2,v2,no,special_chars_in_name,yes,
P8779_2.cpp,P8779_v2.cpp,P8779,cpp,2,v2,no,,yes,"版本号不连续(当前2, 期望3)"
P8784(2).c,P8784_v2.c,P8784,c,2,v2,no,special_chars_in_name,yes,
P8786(2).c,P8786_v2.c,P8786,c,2,v2,no,special_chars_in_name,yes,
P8801(2).c,P8801_v2.c,P8801,c,2,v2,no,special_chars_in_name,yes,
P8856(2).cpp,P8856_v2.cpp,P8856,cpp,2,v2,no,special_chars_in_name,yes,
P8893(2).cpp,P8893_v2.cpp,P8893,cpp,2,v2,no,special_chars_in_name,yes,
P9048(2).c,P9048_v2.c,P9048,c,2,v2,no,special_chars_in_name,yes,
P9107(2).cpp,P9107_v2.cpp,P9107,cpp,2,v2,no,special_chars_in_name,yes,
P9143(2).c,P9143_v2.c,P9143,c,2,v2,no,special_chars_in_name,yes,
P9147(2).c,P9147_v2.c,P9147,c,2,v2,no,special_chars_in_name,yes,
P9173(2).c,P9173_v2.c,P9173,c,2,v2,no,special_chars_in_name,yes,
P9173(3).c,P9173_v3.c,P9173,c,3,v3,no,special_chars_in_name,yes,
P9176(2).cpp,P9176_v2.cpp,P9176,cpp,2,v2,no,special_chars_in_name,yes,
P9460(2).c,P9460_v2.c,P9460,c,2,v2,no,special_chars_in_name,yes,
P9497(2).c,P9497_v2.c,P9497,c,2,v2,no,special_chars_in_name,yes,
P9519(2).c,P9519_v2.c,P9519,c,2,v2,no,special_chars_in_name,yes,
P9539(2).c,P9539_v2.c,P9539,c,2,v2,no,special_chars_in_name,yes,
P9579(2).cpp,P9579_v2.cpp,P9579,cpp,2,v2,no,special_chars_in_name,yes,
P9587(2).c,P9587_v2.c,P9587,c,2,v2,no,special_chars_in_name,yes,
P9641(2).cpp,P9641_v2.cpp,P9641,cpp,2,v2,no,special_chars_in_name,yes,
P9644(2).c,P9644_v2.c,P9644,c,2,v2,no,special_chars_in_name,yes,
P9649(2).c,P9649_v2.c,P9649,c,2,v2,no,main_version_missing,yes,主版本 P9649.c 不存在
P9889(2).c,P9889_v2.c,P9889,c,2,v2,no,special_chars_in_name,yes,
P9975(2).c,P9975_v2.c,P9975,c,2,v2,no,special_chars_in_name,yes,
P10098(2).c,P10098_v2.c,P10098,c,2,v2,no,special_chars_in_name,yes,
P10108(2).c,P10108_v2.c,P10108,c,2,v2,no,special_chars_in_name,yes,
P10234(2).cpp,P10234_v2.cpp,P10234,cpp,2,v2,no,special_chars_in_name,yes,
P10234(3).cpp,P10234_v3.cpp,P10234,cpp,3,v3,no,special_chars_in_name,yes,
P10235(2).cpp,P10235_v2.cpp,P10235,cpp,2,v2,no,special_chars_in_name,yes,
P10241(2).cpp,P10241_v2.cpp,P10241,cpp,2,v2,no,special_chars_in_name,yes,
P10287(2).cpp,P10287_v2.cpp,P10287,cpp,2,v2,no,special_chars_in_name,yes,
P10334(2).cpp,P10334_v2.cpp,P10334,cpp,2,v2,no,main_version_missing,yes,主版本 P10334.cpp 不存在
P10376(2).c,P10376_v2.c,P10376,c,2,v2,no,special_chars_in_name,yes,
P10381(2).cpp,P10381_v2.cpp,P10381,cpp,2,v2,no,special_chars_in_name,yes,
P10391(2).cpp,P10391_v2.cpp,P10391,cpp,2,v2,no,special_chars_in_name,yes,
P10417(2).c,P10417_v2.c,P10417,c,2,v2,no,special_chars_in_name,yes,
P10419(2).cpp,P10419_v2.cpp,P10419,cpp,2,v2,no,special_chars_in_name,yes,
P10460(2).c,P10460_v2.c,P10460,c,2,v2,no,special_chars_in_name,yes,
P10463(2).cpp,P10463_v2.cpp,P10463,cpp,2,v2,no,special_chars_in_name,yes,
P10463(3).cpp,P10463_v3.cpp,P10463,cpp,3,v3,no,special_chars_in_name,yes,
P10490(2).cpp,P10490_v2.cpp,P10490,cpp,2,v2,no,special_chars_in_name,yes,
P10505(2).c,P10505_v2.c,P10505,c,2,v2,no,special_chars_in_name,yes,
P10535(2).cpp,P10535_v2.cpp,P10535,cpp,2,v2,no,special_chars_in_name,yes,
P10633(2).cpp,P10633_v2.cpp,P10633,cpp,2,v2,no,special_chars_in_name,yes,
P10634_3.cpp,P10634_v3.cpp,P10634,cpp,3,v3,no,,yes,
P10634_4.cpp,P10634_v4.cpp,P10634,cpp,4,v4,no,,yes,"版本号不连续(当前4, 期望3)"
P10686(2).cpp,P10686_v2.cpp,P10686,cpp,2,v2,no,special_chars_in_name,yes,
P10719(2).cpp,P10719_v2.cpp,P10719,cpp,2,v2,no,special_chars_in_name,yes,
P10721(2).c,P10721_v2.c,P10721,c,2,v2,no,special_chars_in_name,yes,
P10723(2).cpp,P10723_v2.cpp,P10723,cpp,2,v2,no,special_chars_in_name,yes,
P10759(2).cpp,P10759_v2.cpp,P10759,cpp,2,v2,no,special_chars_in_name,yes,
P10944_2.cpp,P10944_v2.cpp,P10944,cpp,2,v2,no,,yes,
P11197(2).cpp,P11197_v2.cpp,P11197,cpp,2,v2,no,special_chars_in_name,yes,
P12685(2).cpp,P12685_v2.cpp,P12685,cpp,2,v2,no,special_chars_in_name,yes,
P12685(3).cpp,P12685_v3.cpp,P12685,cpp,3,v3,no,special_chars_in_name,yes,
P12845(2).cpp,P12845_v2.cpp,P12845,cpp,2,v2,no,special_chars_in_name,yes,
P14420_2.cpp,P14420_v2.cpp,P14420,cpp,2,v2,no,main_version_missing,yes,主版本 P14420.cpp 不存在
P15005_2.cpp,P15005_v2.cpp,P15005,cpp,2,v2,no,,yes,
SP3267_2.cpp,SP3267_v2.cpp,SP3267,cpp,2,v2,no,main_version_missing,yes,主版本 SP3267.cpp 不存在
SP8791_2.cpp,SP8791_v2.cpp,SP8791,cpp,2,v2,no,,yes,
SP10707_2.cpp,SP10707_v2.cpp,SP10707,cpp,2,v2,no,,yes,
SP11470_2.cpp,SP11470_v2.cpp,SP11470,cpp,2,v2,no,main_version_missing,yes,主版本 SP11470.cpp 不存在
SP18185_2.cpp,SP18185_v2.cpp,SP18185,cpp,2,v2,no,,yes,
U41492_2.cpp,U41492_v2.cpp,U41492,cpp,2,v2,no,main_version_missing,yes,主版本 U41492.cpp 不存在
